crawled_at,site_type,site_name,url,title,status,relevance_label,relevance_score,quarantined,content_excluded,metadata_items,reasons
2026-04-18T00:18:48.074568+00:00,distillery,Redbreast,https://www.redbreastwhiskey.com/,,error:direct:direct-rescrape https://www.redbreastwhiskey.com/: HTTP Error 403: Forbidden,Low,0,0,0,0,
2026-04-18T00:18:47.813179+00:00,distillery,Jameson,https://www.jamesonwhiskey.com/,,error:direct:direct-rescrape https://www.jamesonwhiskey.com/: HTTP Error 403: Forbidden,Low,0,0,0,0,
2026-04-17T23:50:59.001862+00:00,distillery,Miyagikyo,https://www.nikka.com/eng/brands/miyagikyo,,error:direct:direct-parallel https://www.nikka.com/eng/brands/miyagikyo: HTTP Error 404: Not Found,Low,0,0,0,0,
2026-04-17T23:50:58.693651+00:00,distillery,Yoichi,https://www.nikka.com/eng/brands/yoichi,,error:direct:direct-parallel https://www.nikka.com/eng/brands/yoichi: HTTP Error 404: Not Found,Low,0,0,0,0,
2026-04-17T23:50:16.105592+00:00,distillery,Teeling,https://www.teelingwhiskey.com/limited-edition-bottlings/,Teeling Limited Edition Bottlings | Teeling Whiskey,ok:direct-parallel,Medium,38,0,0,61,rich extracted metadata
2026-04-17T23:49:22.489243+00:00,distillery,Teeling,https://www.teelingwhiskey.com/cookie-policy/,COOKIE POLICY - Teeling Whiskey,excluded:not-whisky-relevant,Low,0,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:48:10.805441+00:00,distillery,Bushmills,https://bushmills.com/blogs/cocktails?tag=cocktail-type%3AGolf+Cocktails,Explore Our Cocktails – Bushmills® Irish Whiskey,ok:direct-parallel,Medium,20,0,0,9,some extracted metadata
2026-04-17T23:47:09.752838+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/pages/blue-lake-lodge-1,Blue Lake Lodge – Callington Mill Distillery logo-paypal,ok:direct,Medium,38,0,0,17,rich extracted metadata
2026-04-17T23:47:09.736821+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/pages/contact-us,Contact Us – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:47:09.721143+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/single-malt-whisky?page=2,Single Malt Whisky – Page 2 – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:47:09.704875+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/shop-all-1?page=2,Shop All – Page 2 – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:46:18.314132+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/single-malt-whisky,Single Malt Whisky – Callington Mill Distillery logo-paypal,ok:direct,Medium,38,0,0,26,rich extracted metadata
2026-04-17T23:46:16.670885+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/signature-collection,Signature Collection – Callington Mill Distillery logo-paypal,ok:direct,Medium,20,0,0,10,some extracted metadata
2026-04-17T23:46:15.844344+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/shop-all-1,Shop All – Callington Mill Distillery logo-paypal,ok:direct,Medium,30,0,0,24,rich extracted metadata
2026-04-17T23:46:01.954811+00:00,distillery,Forty Creek,https://fortycreekwhisky.com/wp-content/uploads/2024/11/AODA-Integrated-Accessibility-Policy-and-Multi-Year-Plan-2024.pdf,PowerPoint Presentation,ok:direct-parallel,Medium,38,0,0,12,rich extracted metadata
2026-04-17T23:43:55.132307+00:00,distillery,Crown Royal,https://www.crownroyal.com/story/our-history,Crown Royal Whisky | Canadian Whisky | Crown Royal,ok:quarantined:direct-parallel,Low,0,1,0,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:42:45.302966+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/poltergeist-gin,Poltergeist Gin – Callington Mill Distillery logo-paypal,ok:direct,Medium,20,0,0,11,some extracted metadata
2026-04-17T23:42:44.477361+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/merchandise,Merchandise – Callington Mill Distillery logo-paypal,ok:direct,Medium,38,0,0,23,rich extracted metadata
2026-04-17T23:42:43.656160+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/heritage-series,Heritage Series – Callington Mill Distillery logo-paypal,ok:direct,Medium,30,0,0,13,rich extracted metadata
2026-04-17T23:42:42.836345+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/gin,POLTERGEIST GIN – Callington Mill Distillery logo-paypal,ok:direct,Medium,20,0,0,7,some extracted metadata
2026-04-17T23:41:40.447547+00:00,distillery,Woodlands Distillery,https://www.woodlandsdistillery.com/faq,FAQ | WOODLANDS DISTILLERY,ok:direct-parallel,Medium,38,0,0,13,rich extracted metadata
2026-04-17T23:40:19.889334+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/gift-packs,Gift Packs – Callington Mill Distillery logo-paypal,ok:direct,Medium,20,0,0,6,some extracted metadata
2026-04-17T23:40:19.069255+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/collaborations,Collaborations – Callington Mill Distillery logo-paypal,ok:direct,Medium,38,0,0,14,rich extracted metadata
2026-04-17T23:40:18.245095+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/all?page=1,All – Callington Mill Distillery logo-paypal,ok:direct,Medium,30,0,0,24,rich extracted metadata
2026-04-17T23:40:18.240082+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/archive?page=1,Archive – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:39:49.029873+00:00,distillery,Woodlands Distillery,https://www.woodlandsdistillery.com/contact,Contact / Find Us | Woodlands Distillery | Porongurup,excluded:not-whisky-relevant,Low,0,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:39:45.813152+00:00,distillery,Woodlands Distillery,https://www.woodlandsdistillery.com/about-our-whisky,WHISKY | Woodlands Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:39:43.566942+00:00,distillery,The Grove Distillery,https://www.grovedistillery.com.au/,,error:direct:direct-parallel https://www.grovedistillery.com.au/: <urlopen error [Errno -2] Name or service not known>,Low,0,0,0,0,
2026-04-17T23:38:54.420235+00:00,distillery,Nullaki Distillery,https://www.nullakidistillery.com/?add-to-cart=739,Home | Nullaki Distillery Nullaki Distillery - Nullaki Distillery - Nullaki Distillery -,ok:direct-parallel,Medium,38,0,0,23,rich extracted metadata
2026-04-17T23:38:03.947811+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/classic-collection,Classic Range – Callington Mill Distillery logo-paypal,ok:direct,Medium,30,0,0,13,rich extracted metadata
2026-04-17T23:38:03.945016+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/archive?page=2,Archive – Page 2 – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:38:03.942039+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/all?page=2,All – Page 2 – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:38:03.937314+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/account/register,Create Account – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:37:17.132334+00:00,distillery,Geographe Distillery (Bellwether),https://www.geographewine.com.au/,Home - Geographe Wine Association,ok:direct-parallel,Medium,20,0,0,8,some extracted metadata
2026-04-17T23:37:04.567684+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/all,All – Callington Mill Distillery logo-paypal,ok:direct,Medium,38,0,0,21,rich extracted metadata
2026-04-17T23:37:03.734294+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/blogs/news/world-renowned-poltergeist-gin-now-distilled-in-a-new-home,World renowned Poltergeist Gin now distilled in a new home. – Callington Mill Distillery logo-paypal,ok:direct,Medium,38,0,0,31,rich extracted metadata
2026-04-17T23:37:03.731213+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/collections/archive,Archive – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:37:03.725286+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/account/login,Account – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:35:38.952183+00:00,distillery,Timboon Railway Shed Distillery,https://www.timboondistillery.com.au/products/12-apostles-gin-200ml,12 Apostles Gin 200ml American Express Apple Pay Google Pay Mastercard PayPal Shop Pay Union Pay Visa,ok:direct-parallel,Medium,38,0,0,17,rich extracted metadata
2026-04-17T23:34:58.051869+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/blogs/news/the-pure-art-of-whisky-why-callington-mill-distillery-neither-chill-filters-nor-flocks,The Pure Art of Whisky: Why Callington Mill Distillery Neither Chill F logo-paypal,ok:direct,Medium,38,0,0,22,rich extracted metadata
2026-04-17T23:34:56.952802+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/blogs/news/the-fascinating-history-of-whisky-making-in-tasmania,The fascinating history of whisky making in Tasmania – Callington Mill Distillery logo-paypal,ok:direct,Medium,30,0,0,18,rich extracted metadata
2026-04-17T23:34:56.125205+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/blogs/news/the-art-of-solera-callington-mill-s-unique-approach-to-whisky,The Art of Solera: Callington Mill’s Unique Approach to Whisky Craftsm – Callington Mill Distillery logo-paypal,ok:direct,Medium,38,0,0,20,rich extracted metadata
2026-04-17T23:34:55.295826+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/blogs/news/refreshing-whisky-cocktails-to-try-this-summer,Refreshing whisky cocktails to try this Summer – Callington Mill Distillery logo-paypal,ok:direct,Medium,38,0,0,25,rich extracted metadata
2026-04-17T23:33:13.731989+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/blogs/news/our-whisky-making-process,Our whisky making process – Callington Mill Distillery logo-paypal,ok:direct,Medium,38,0,0,40,rich extracted metadata
2026-04-17T23:33:12.884613+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/blogs/news/oatlands-tasmania-the-history-of-our-beautiful-town,"Oatlands, Tasmania: The history of our beautiful town – Callington Mill Distillery logo-paypal",ok:direct,Medium,30,0,0,13,rich extracted metadata
2026-04-17T23:33:11.945583+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/blogs/news/heres-why-tasmania-is-perfect-for-making-whisky,Here's why Tasmania is perfect for making whisky. – Callington Mill Distillery logo-paypal,ok:direct,Medium,38,0,0,36,rich extracted metadata
2026-04-17T23:33:11.113827+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/blogs/news/callington-mill-cooperage-where-oak-matters-most,Callington Mill Cooperage - Where “Oak Matters Most” – Callington Mill Distillery logo-paypal,ok:direct-sequential,Medium,38,0,0,22,rich extracted metadata
2026-04-17T23:31:15.121350+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/pages/story-of-callington-mill-distillery-john-ibrahim-bill-lark,The Story of Callington Mill Distillery logo-paypal,ok:direct,Medium,30,0,0,12,rich extracted metadata
2026-04-17T23:31:13.373606+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/blogs/news,News – Callington Mill Distillery logo-paypal,ok:direct-sequential,Medium,38,0,0,19,rich extracted metadata
2026-04-17T23:31:13.370350+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/search,Search – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:31:12.969620+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/cart,Your Shopping Cart – Callington Mill Distillery logo-paypal,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:30:51.956841+00:00,distillery,Starward,https://starward.com.au/blogs/journal?page=14,Starward Distilled Journal Blog | Starward Australian Whisky – Page 14,ok:direct-parallel,Medium,20,0,0,7,some extracted metadata
2026-04-17T23:29:47.048717+00:00,distillery,Callington Mill Distillery,https://callingtonmilldistillery.com/,Callington Mill Distillery | Tasmanian Single Malt Whisky logo-paypal,ok:direct-sequential,Medium,20,0,0,8,some extracted metadata
2026-04-17T23:29:11.543423+00:00,distillery,Kinglake Distillery,https://kinglakedistillery.com.au/,Kinglake Distillery - handmade single malt whisky American Express Apple Pay Google Pay Mastercard Shop Pay Union Pay Visa,ok:direct-parallel,Medium,20,0,0,11,some extracted metadata
2026-04-17T23:28:33.629848+00:00,distillery,Chief's Son Distillery,https://www.chiefssondistillery.com.au/,,error:direct:direct-parallel https://www.chiefssondistillery.com.au/: <urlopen error [Errno -2] Name or service not known>,Low,0,0,0,0,
2026-04-17T23:28:01.172155+00:00,distillery,Backwoods Distilling Co.,https://backwoodsdistilling.com.au/blogs/in-the-media-3/muscat-gin-concreteplayground,Concrete Playground: Muscat Gin Collaboration,ok:direct-parallel,Medium,20,0,0,6,some extracted metadata
2026-04-17T23:27:10.843914+00:00,distillery,Waubs Harbour Whisky,https://waubsharbourwhisky.com/blogs/events/event-limited-release-kelp-revival-launch,EVENT: Limited Release 'Kelp Revival' Launch | Waubs Harbour Whisky,ok:direct-parallel,Medium,38,0,0,20,rich extracted metadata
2026-04-17T23:26:10.420814+00:00,distillery,Sullivans Cove,https://sullivanscove.com/collections/all,All Products – Sullivans Cove Whisky,ok:direct-parallel,Medium,38,0,0,14,rich extracted metadata
2026-04-17T23:25:36.388386+00:00,distillery,Sullivans Cove,https://sullivanscove.com/cart,Your Shopping Cart – Sullivans Cove Whisky,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:25:16.847204+00:00,distillery,Shene Distillery,https://larkdistillery.com/products/lark-pontville-distillery,"LARK Distillery, Pontville",ok:direct-parallel,Medium,38,0,0,15,rich extracted metadata
2026-04-17T23:24:13.536565+00:00,distillery,McHenry Distillery,https://www.mchenrydistillery.com.au/,McHenry Distillery Tasmania - Premium Tasmanian Whisky Gin & Spirits – McHenry Tasmania American Express Apple Pay Google Pay Mastercard Shop Pay Union Pay Visa,ok:direct-parallel,Medium,38,0,0,24,rich extracted metadata
2026-04-17T23:23:08.292651+00:00,distillery,Lawrenny Estate Distillery,https://www.lawrenny.com/,Lawrenny Estate Distillery | Tasmanian Single Malt Whisky,ok:direct-parallel,Medium,38,0,0,18,rich extracted metadata
2026-04-17T23:21:50.790414+00:00,distillery,Launceston Distillery,https://launcestondistillery.com.au/news/?e-page-e98cbda=2,News | Launceston Distillery,ok:direct-parallel,Medium,30,0,0,12,rich extracted metadata
2026-04-17T23:20:59.176031+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/events-at-lark/events-at-hobart-cellar-door,Events at Hobart Cellar Door – LARK Distillery,ok:direct-parallel,Medium,20,0,0,7,some extracted metadata
2026-04-17T23:20:43.670171+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=9,Journal and Press Releases | Lark Distillery – Page 9 – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:42.750685+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=8,Journal and Press Releases | Lark Distillery – Page 8 – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:42.063321+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=7,Journal and Press Releases | Lark Distillery – Page 7 – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:41.271399+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=6,Journal and Press Releases | Lark Distillery – Page 6 – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:40.638741+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=5,Journal and Press Releases | Lark Distillery – Page 5 – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:39.736940+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=4,Journal and Press Releases | Lark Distillery – Page 4 – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:39.043341+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=3,Journal and Press Releases | Lark Distillery – Page 3 – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:38.219292+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=2,Journal and Press Releases | Lark Distillery – Page 2 – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:37.480945+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=10,Journal and Press Releases | Lark Distillery – Page 10 – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:36.710030+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=1,Journal and Press Releases | Lark Distillery – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:34.671464+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal?page=11,Journal and Press Releases | Lark Distillery – Page 11 – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:33.900526+00:00,distillery,Lark Distillery,https://larkdistillery.com/blogs/journal,Journal and Press Releases | Lark Distillery – LARK Distillery,excluded:not-whisky-relevant,Low,8,1,1,0,low relevance score with weak whisky evidence; quarantined to protect enrichment quality
2026-04-17T23:20:33.219815+00:00,distillery,Killara Distillery,https://killaradistillery.com.au/,,error:direct:direct-parallel https://killaradistillery.com.au/: <urlopen error [Errno -3] Temporary failure in name resolution>,Low,0,0,0,0,
2026-04-17T23:20:05.898199+00:00,distillery,Hobart Whisky,https://hobartwhisky.com.au/,Hobart Whisky - Tasmanian Single Malt Whisky.,ok:direct-parallel,Medium,38,0,0,18,rich extracted metadata
2026-04-17T23:18:51.817741+00:00,distillery,Hellyers Road,https://hellyersroaddistillery.com.au/blogs/whisky-talks?page=2,Whisky Talks | a blog by Hellyers Road – Page 2 – Hellyers Road Distillery icon-X instagram account icon-search icon-hamburger icon-chevron-left icon-chevron icon-email icon-X icon-chevron-left icon-X icon-chevron icon-X,ok:direct-parallel,Medium,38,0,0,26,rich extracted metadata
2026-04-17T23:17:45.440099+00:00,distillery,Furneaux Distillery,https://www.furneauxdistillery.com.au/,Furneaux Distillery - Australia's Maritime Whisky,ok:direct-parallel,Medium,30,0,0,22,rich extracted metadata
2026-04-17T23:14:39.012280+00:00,distillery,Belgrove Distillery,https://belgrovedistillery.com.au/collections/all,Products – Belgrove Distillery,ok:direct-parallel,Medium,38,0,0,28,rich extracted metadata
2026-04-17T23:12:41.615399+00:00,distillery,Battery Point Distillery,https://batterypointdistillery.com/shop/?product_count=12&product_order=desc&product_orderby=default&product_view=grid,Shop - Battery Point Distillery,ok:direct-parallel,Medium,30,0,0,19,rich extracted metadata
2026-04-17T23:11:47.313639+00:00,distillery,Smith's Angaston Distillery,https://www.smithsangaston.com.au/,,error:direct:direct-parallel https://www.smithsangaston.com.au/: <urlopen error [Errno -2] Name or service not known>,Low,0,0,0,0,
2026-04-17T23:11:47.213696+00:00,distillery,Iniquity Whisky (Tin Shed Distilling),https://iniquity.com.au/,,error:direct:direct-parallel https://iniquity.com.au/: <urlopen error [SSL: RECORD_LAYER_FAILURE] record layer failure (_ssl.c:1029)>,Low,0,0,0,0,
2026-04-17T23:11:25.071738+00:00,distillery,Fleurieu Distillery,https://www.fleurieudistillery.com.au/,The Fleurieu Distillery Apple Pay Google Pay Mastercard PayPal Shop Pay Visa,ok:direct-parallel,Medium,20,0,0,8,some extracted metadata
2026-04-17T23:09:31.001223+00:00,distillery,Barossa Distilling Co. (Gallus),https://barossadistilling.com/blog/,Blog - Barossa Distilling Co,ok:direct-parallel,Medium,20,0,0,7,some extracted metadata
2026-04-17T23:08:47.268291+00:00,distillery,Adelaide Distillery,https://adelaidedistillery.com.au/gin,Adelaide Gin | Premium Craft Gin $85 | Adelaide Distillery,ok:direct-parallel,Medium,30,0,0,14,rich extracted metadata
2026-04-17T23:08:26.789426+00:00,distillery,5Nines Distilling,https://www.5ninesdistilling.com.au/,5Nines Distilling,ok:quarantined:direct-parallel,Low,6,1,0,1,low relevance score; quarantined to protect enrichment quality
